"name","tissue","target","publication","source","filename"
"waterfield-ARTN_FOM1","blood","ARTN","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/ARTN_FOM1-coefs.csv"
"waterfield-MMP10_FOM1","blood","MMP10","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/MMP10_FOM1-coefs.csv"
"waterfield-IL10_FOM1","blood","IL10","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/IL10_FOM1-coefs.csv"
"waterfield-TNF_FOM1","blood","TNF","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/TNF_FOM1-coefs.csv"
"waterfield-CCL23_FOM1","blood","CCL23","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CCL23_FOM1-coefs.csv"
"waterfield-CD5_FOM1","blood","CD5","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CD5_FOM1-coefs.csv"
"waterfield-CCL3_FOM1","blood","CCL3","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CCL3_FOM1-coefs.csv"
"waterfield-Flt3L_FOM1","blood","Flt3L","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/Flt3L_FOM1-coefs.csv"
"waterfield-CXCL6_FOM1","blood","CXCL6","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CXCL6_FOM1-coefs.csv"
"waterfield-CXCL10_FOM1","blood","CXCL10","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CXCL10_FOM1-coefs.csv"
"waterfield-TF4EBP1_FOM1","blood","TF4EBP1","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/TF4EBP1_FOM1-coefs.csv"
"waterfield-IL20_FOM1","blood","IL20","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/IL20_FOM1-coefs.csv"
"waterfield-SIRT2_FOM1","blood","SIRT2","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/SIRT2_FOM1-coefs.csv"
"waterfield-CCL28_FOM1","blood","CCL28","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CCL28_FOM1-coefs.csv"
"waterfield-DNER_FOM1","blood","DNER","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/DNER_FOM1-coefs.csv"
"waterfield-ENRAGE_FOM1","blood","ENRAGE","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/ENRAGE_FOM1-coefs.csv"
"waterfield-CD40_FOM1","blood","CD40","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CD40_FOM1-coefs.csv"
"waterfield-IL33_FOM1","blood","IL33","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/IL33_FOM1-coefs.csv"
"waterfield-IFNgamma_FOM1","blood","IFNgamma","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/IFNgamma_FOM1-coefs.csv"
"waterfield-FGF19_FOM1","blood","FGF19","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/FGF19_FOM1-coefs.csv"
"waterfield-IL4_FOM1","blood","IL4","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/IL4_FOM1-coefs.csv"
"waterfield-LIF_FOM1","blood","LIF","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/LIF_FOM1-coefs.csv"
"waterfield-NRTN_FOM1","blood","NRTN","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/NRTN_FOM1-coefs.csv"
"waterfield-MCP2_FOM1","blood","MCP2","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/MCP2_FOM1-coefs.csv"
"waterfield-CASP8_FOM1","blood","CASP8","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CASP8_FOM1-coefs.csv"
"waterfield-CCL25_FOM1","blood","CCL25","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CCL25_FOM1-coefs.csv"
"waterfield-CX3CL1_FOM1","blood","CX3CL1","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CX3CL1_FOM1-coefs.csv"
"waterfield-TNFRSF9_FOM1","blood","TNFRSF9","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/TNFRSF9_FOM1-coefs.csv"
"waterfield-NT3_FOM1","blood","NT3","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/NT3_FOM1-coefs.csv"
"waterfield-TWEAK_FOM1","blood","TWEAK","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/TWEAK_FOM1-coefs.csv"
"waterfield-CCL20_FOM1","blood","CCL20","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CCL20_FOM1-coefs.csv"
"waterfield-ST1A1_FOM1","blood","ST1A1","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/ST1A1_FOM1-coefs.csv"
"waterfield-STAMBP_FOM1","blood","STAMBP","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/STAMBP_FOM1-coefs.csv"
"waterfield-IL5_FOM1","blood","IL5","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/IL5_FOM1-coefs.csv"
"waterfield-ADA_FOM1","blood","ADA","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/ADA_FOM1-coefs.csv"
"waterfield-TNFB_FOM1","blood","TNFB","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/TNFB_FOM1-coefs.csv"
"waterfield-CSF1_FOM1","blood","CSF1","10.1101/2024.06.13.24308877","https://www.medrxiv.org/content/medrxiv/early/2024/06/13/2024.06.13.24308877/DC2/embed/media-2.zip?download=true","waterfield/models/CSF1_FOM1-coefs.csv"
